1000 139 123
2000 160 468
3000 159 145
4000 182 148
5000 182 165
6000 168 160
7000 173 164
8000 170 163
9000 181 177
10000 184 182
11000 183 195
12000 179 176
13000 179 200
14000 176 175
15000 179 176
16000 186 181
17000 187 197
18000 191 190
19000 192 195
20000 193 188
21000 193 190
22000 194 209
23000 188 209
24000 196 210
25000 431 440
26000 362 512
27000 223 385
28000 192 220
29000 245 400
30000 299 455
31000 303 669
32000 192 451
33000 318 367
34000 407 506
35000 215 246
36000 206 247
37000 208 251
38000 205 205
39000 206 394
40000 384 265
41000 209 239
42000 204 233
43000 205 219
44000 205 226
45000 206 204
46000 204 219
47000 205 224
48000 204 207
49000 204 233
50000 206 207
51000 200 221
52000 199 219
53000 204 216
54000 203 204
55000 204 227
56000 206 207
57000 202 223
58000 204 208
59000 202 218
60000 204 207
61000 207 231
62000 202 210
63000 205 223
64000 204 231
65000 206 219
66000 219 249
67000 214 223
68000 212 228
69000 215 220
70000 218 226
71000 212 234
72000 215 231
73000 211 219
74000 214 255
75000 214 236
76000 214 216
77000 215 229
78000 214 249
79000 214 230
80000 213 222
81000 215 217
82000 213 234
83000 214 222
84000 215 244
85000 217 221
86000 214 232
87000 216 236
88000 213 238
89000 215 230
90000 213 219
91000 214 222
92000 216 223
93000 215 247
94000 217 212
95000 212 242
96000 219 262
97000 212 241
98000 214 213
99000 216 236
100000 217 280
101000 218 310
102000 215 263
103000 214 236
104000 217 217
105000 441 479
106000 422 423
107000 415 501
108000 382 311
109000 215 224
110000 217 238
111000 215 236
112000 211 232
113000 216 251
114000 215 237
115000 214 238
116000 213 223
117000 215 239
118000 215 239
119000 216 239
120000 300 227
121000 216 224
122000 217 235
123000 218 220
124000 217 224
125000 215 221
126000 217 243
127000 215 251
128000 215 262
129000 376 274
130000 214 238
131000 215 224
132000 224 257
133000 228 243
134000 283 649
135000 237 272
136000 230 241
137000 227 232
138000 229 234
139000 228 247
140000 230 248
141000 225 228
142000 227 247
143000 227 227
144000 224 231
145000 221 245
146000 239 226
147000 226 252
148000 228 278
149000 229 238
150000 229 247
151000 226 244
152000 282 244
153000 277 289
154000 228 245
155000 229 277
156000 226 254
157000 227 234
158000 296 231
159000 226 245
160000 226 254
161000 247 252
162000 224 235
163000 224 226
164000 233 250
165000 230 260
166000 226 232
167000 224 252
168000 228 257
169000 228 273
170000 226 235
171000 229 251
172000 554 689
173000 230 489
174000 254 282
175000 512 527
176000 307 579
177000 242 744
178000 230 326
179000 235 278
180000 235 244
181000 235 262
182000 228 236
183000 258 268
184000 228 266
185000 232 263
186000 229 252
187000 234 233
188000 225 237
189000 237 287
190000 235 289
191000 235 272
192000 231 292
193000 225 249
194000 227 244
195000 227 235
196000 228 233
197000 226 249
198000 227 239
199000 260 235
200000 226 235
201000 224 252
202000 230 248
203000 232 250
204000 223 253
205000 223 253
206000 224 242
207000 223 230
208000 232 233
209000 224 233
210000 228 276
211000 229 256
212000 227 248
213000 231 262
214000 222 230
215000 228 251
216000 226 234
217000 225 255
218000 226 249
219000 503 586
220000 230 250
221000 237 385
222000 511 483
223000 229 418
224000 228 256
225000 229 267
226000 227 260
227000 361 304
228000 224 264
229000 228 236
230000 228 239
231000 228 252
232000 391 500
233000 228 249
234000 245 431
235000 232 237
236000 232 256
237000 223 245
238000 232 254
239000 222 231
240000 226 241
241000 227 252
242000 230 247
243000 224 235
244000 225 245
245000 225 249
246000 227 274
247000 226 228
248000 231 242
249000 269 240
250000 228 233
251000 227 244
252000 227 271
253000 230 240
254000 230 253
255000 223 236
256000 224 254
257000 226 245
258000 226 243
259000 230 241
260000 230 249
261000 224 235
262000 231 239
263000 238 267
264000 234 262
265000 237 244
266000 242 250
267000 239 250
268000 240 267
269000 238 245
270000 235 243
271000 240 246
272000 237 252
273000 234 251
274000 236 252
275000 239 250
276000 236 249
277000 240 247
278000 233 259
279000 240 276
280000 239 291
281000 237 289
282000 236 246
283000 234 259
284000 236 262
285000 237 245
286000 238 262
287000 237 271
288000 232 265
289000 233 266
290000 238 257
291000 236 265
292000 234 246
293000 233 270
294000 235 275
295000 236 261
296000 235 302
297000 239 287
298000 236 247
299000 237 255
300000 236 258
301000 235 245
302000 235 264
303000 234 244
304000 238 245
305000 234 244
306000 240 277
307000 240 246
308000 238 261
309000 237 267
310000 240 262
311000 237 290
312000 236 272
313000 237 262
314000 236 242
315000 234 258
316000 238 243
317000 237 277
318000 238 251
319000 236 265
320000 242 271
321000 235 248
322000 262 261
323000 239 670
324000 241 249
325000 235 239
326000 267 506
327000 238 264
328000 252 289
329000 234 271
330000 237 285
331000 235 247
332000 237 250
333000 259 247
334000 240 262
335000 378 251
336000 442 529
337000 751 809
338000 664 1112
339000 300 1191
340000 284 530
341000 441 450
342000 289 260
343000 234 272
344000 237 282
345000 237 282
346000 244 248
347000 240 245
348000 249 247
349000 235 270
350000 234 266
351000 237 265
352000 234 270
353000 234 265
354000 253 248
355000 242 293
356000 243 245
357000 237 248
358000 238 278
359000 237 247
360000 242 245
361000 250 254
362000 234 265
363000 238 247
364000 237 268
365000 270 270
366000 239 268
367000 236 270
368000 238 259
369000 232 271
370000 239 267
371000 242 249
372000 232 260
373000 233 272
374000 253 242
375000 240 280
376000 236 247
377000 238 251
378000 228 257
379000 234 263
380000 236 262
381000 237 250
382000 234 249
383000 234 250
384000 234 283
385000 235 257
386000 239 282
387000 249 276
388000 233 269
389000 237 258
390000 237 246
391000 237 274
392000 237 259
393000 237 261
394000 242 265
395000 240 243
396000 238 252
397000 240 251
398000 238 252
399000 237 251
400000 266 248
401000 238 243
402000 237 261
403000 238 247
404000 267 267
405000 236 249
406000 489 467
407000 261 258
408000 243 260
409000 232 264
410000 237 285
411000 238 246
412000 241 270
413000 242 263
414000 236 249
415000 234 258
416000 242 269
417000 234 242
418000 247 255
419000 236 273
420000 238 269
421000 239 261
422000 239 273
423000 239 279
424000 243 260
425000 237 243
426000 241 272
427000 239 264
428000 235 247
429000 236 261
430000 235 243
431000 235 249
432000 243 247
433000 233 288
434000 234 244
435000 239 249
436000 235 247
437000 259 264
438000 244 257
439000 237 289
440000 237 267
441000 239 279
442000 233 249
443000 236 247
444000 246 278
445000 240 271
446000 237 254
447000 244 252
448000 242 290
449000 235 267
450000 240 279
451000 239 270
452000 237 264
453000 240 248
454000 240 269
455000 252 250
456000 239 259
457000 237 246
458000 239 253
459000 234 268
460000 233 277
461000 245 254
462000 239 250
463000 241 268
464000 237 252
465000 236 262
466000 236 262
467000 239 268
468000 236 291
469000 235 266
470000 236 243
471000 237 260
472000 243 269
473000 279 277
474000 240 252
475000 235 257
476000 237 262
477000 235 262
478000 237 248
479000 244 247
480000 236 271
481000 240 260
482000 234 264
483000 236 276
484000 235 252
485000 240 265
486000 235 253
487000 237 242
488000 237 265
489000 236 259
490000 237 249
491000 237 278
492000 237 274
493000 234 246
494000 237 249
495000 234 248
496000 235 251
497000 237 302
498000 241 252
499000 236 264
500000 239 275
