idx	1_A+B	1_A-B	1_A*B	1_A==B	1/2_A+B	1/2_A-B	1/2_A*B	1/2_A==B	mx_A+B	mx_A-B	mx_A*B	mx_A==B	 
217	18.6429	19.2367	82.9575	0.6946	61.6475	34.6788	60.3425	4.67874	103.935	58.4379	101.999	8.21959	
218	18.8425	19.3337	82.8404	0.67589	62.3104	34.7017	60.7966	4.67253	104.581	58.4592	102.693	8.23337	
219	18.8221	19.4026	83.3612	0.67667	61.9117	34.8634	61.1471	4.67247	104.652	58.5633	102.482	8.23129	
220	18.9479	19.5141	83.8538	0.68212	61.8021	34.8004	61.1388	4.67957	105.195	58.7175	102.707	8.23707	
221	18.9979	19.6409	84.5162	0.68498	62.0883	34.795	61.2079	4.68542	105.05	59.0259	102.871	8.37752	
222	19.0562	19.6533	85.4	0.69251	61.7963	34.9379	61.0108	4.6896	104.661	58.847	102.846	8.25579	
223	19.15	19.7933	85.8425	0.69294	62.0395	34.8833	61.2442	4.70791	104.908	58.8571	102.782	8.24751	
224	19.2367	20.0308	86.0867	0.69541	61.9879	34.9554	61.4633	4.70832	104.745	59.0667	102.497	8.25663	
225	19.2912	19.9204	87.76	0.69448	62.4104	34.9208	61.0296	4.70414	104.934	58.8225	102.726	8.25585	
226	19.3767	19.9967	88.2508	0.70249	61.7746	35.3662	61.11	4.70459	104.795	58.8183	102.756	8.26463	
227	19.53	20.0988	88.8692	0.7029	61.8254	35.1933	61.3113	4.72128	104.761	59.0542	102.848	8.6354	
228	19.5613	20.1966	89.6384	0.70541	62.1387	35.2062	61.4363	4.71828	105.504	59.0654	102.993	8.28046	
229	19.6224	20.272	90.2633	0.70835	62.0717	35.1463	61.3908	4.72463	104.952	59.5033	103.552	8.27706	
230	19.7058	20.3383	90.9317	0.70667	62.1338	35.3162	61.2892	4.72584	105.011	59.0584	103.71	8.28033	
231	19.7813	20.4692	91.685	0.71582	62.2338	35.3692	61.8171	4.72712	105.175	59.275	103.364	8.28751	
232	19.8916	21.0362	92.4196	0.71461	62.4071	35.2704	62.3917	4.73873	105.134	59.1133	103.246	8.28757	
233	19.9788	20.63	93.4004	0.71712	62.4887	35.4208	61.7404	4.73828	105.413	59.1867	103.425	8.32966	
234	20.0963	20.7225	93.8271	0.71794	63.0404	35.4429	61.7408	4.74248	105.469	59.275	103.984	8.30838	
235	20.3142	20.8337	94.2601	0.7221	63.5895	35.4667	61.8512	4.74501	105.672	59.3359	103.444	8.35493	
236	20.2946	21.0138	95.1038	0.73756	62.6233	35.6112	61.9258	4.76831	105.783	59.3067	103.585	8.38037	
237	20.3142	21.0092	95.6946	0.72498	62.6975	35.5325	62.2004	4.75499	106.084	59.4446	103.995	8.30833	
238	20.3567	21.0175	96.4266	0.72546	63.0117	35.9963	62.8367	4.78959	105.696	59.8358	103.716	8.3129	
239	20.907	21.1258	97.2817	0.72831	62.9262	35.625	62.1883	4.76667	106.333	59.7171	104.432	8.32043	
240	21.0775	21.5246	98.7042	0.72994	63.5454	35.8	62.7696	4.76954	106.45	59.7446	104.608	8.52875	
241	20.5162	21.1321	98.5891	0.73959	63.7525	35.7363	62.5463	4.78003	106.787	59.4913	104.118	8.35207	
242	20.7779	21.5354	99.4587	0.73539	63.2779	35.8187	62.4646	4.78169	106.209	59.6642	104.081	8.34458	
243	20.8363	21.5079	100.158	0.74793	63.685	35.9283	62.6025	4.79708	106.045	59.7013	104.444	8.36785	
244	20.9021	21.595	100.985	0.74582	63.1808	36.055	63.1395	4.79676	106.274	60.3821	104.28	8.42293	
245	20.9655	21.7121	102.053	0.74833	63.3617	35.9417	62.6238	4.82407	106.499	59.8804	104.507	8.3475	
246	21.3004	22.0846	103.228	0.74877	63.7767	36.1079	62.7217	4.79879	107.34	60.1429	105.015	8.35547	
247	21.1421	22.4604	104.051	0.76167	63.3387	36.01	62.7	4.80712	106.762	59.9729	104.563	8.35419	
248	21.3055	22.0983	103.684	0.76333	63.5134	36.1192	62.925	4.83125	106.519	60.5895	104.715	8.36292	
249	21.2954	22.1404	105.39	0.75295	63.5841	36.2875	62.9979	4.81791	106.85	60.4721	105.276	8.3725	
250	21.5041	22.3338	104.941	0.76043	64.0254	36.1396	63.257	4.82416	107.423	60.0321	105.345	8.37544	
251	21.4729	22.3263	106.232	0.76246	64.0912	36.2663	63.415	4.84	107.24	60.0425	105.71	8.39039	
252	21.5596	22.4029	106.769	0.7679	64.3566	36.4958	63.6479	4.81794	107.711	60.0842	105.335	8.38124	
253	21.675	22.3175	107.992	0.76743	64.6125	36.3045	63.8529	4.83039	107.848	60.0641	105.399	8.41294	
254	21.7675	22.4346	107.844	0.76878	64.3655	36.4279	63.6938	4.85541	107.238	60.2029	105.313	8.41999	
255	21.9241	22.585	108.65	0.7729	64.4808	36.395	63.5863	4.84206	107.159	60.1542	105.351	8.42081	
256	21.9225	22.6067	109.259	0.77624	64.6813	36.5283	63.7771	4.84795	107.454	60.6354	106.525	8.51289	
257	21.9783	22.6971	110.48	0.9096	65.2671	37.2562	64.3692	4.85038	107.642	60.3758	105.47	8.40994	
258	22.1933	22.7929	111.393	0.77879	64.8425	36.5959	64.315	4.88999	107.663	60.475	105.659	8.41413	
259	22.1513	22.8667	111.767	0.78445	64.7258	36.6029	64.4162	5.10839	107.695	60.5654	105.795	8.41584	
260	22.2208	22.9996	112.41	0.78378	64.93	36.745	64.2371	4.87208	108.721	60.5079	106.167	8.41828	
261	22.2974	23.3263	113.282	0.78713	65.2329	36.7221	64.255	4.86626	108.132	60.7217	106.092	8.42584	
262	22.5121	23.1058	113.851	0.79423	65.1267	36.7371	64.325	4.86247	108.49	60.5067	106.063	8.42666	
263	22.5137	23.2525	114.627	0.79259	65.5917	36.8221	64.6475	4.87331	108.168	61.157	106.217	8.4358	
264	22.5712	23.3125	115.495	0.79295	65.3375	36.85	64.4542	4.88541	108.179	60.9163	107.231	8.59044	
265	22.8362	23.165	118.873	0.80335	64.8071	36.8721	64.3804	4.93457	107.852	60.8096	106.872	9.0683	
266	23.0295	23.5391	117.769	0.80339	65.9575	37.3909	65.1542	4.89247	108.792	61.2483	106.72	8.45498	
267	22.8279	23.58	118.313	0.80282	65.8479	37.0654	64.7188	4.90212	108.321	60.9025	106.927	8.46494	
268	22.8937	23.6446	118.942	0.80711	65.5521	37.0783	64.9679	4.95665	108.64	60.7946	106.6	8.7792	
269	23.0367	23.7004	119.376	0.80793	65.8891	37.6858	64.9604	4.90797	109.436	61.5883	106.918	8.47167	
270	23.3534	23.9175	120.226	0.80916	65.7758	37.1621	65.0321	4.92078	109.908	60.9542	106.658	8.47458	
271	23.1837	24.2049	121.181	0.80913	65.7075	37.6133	65.1679	4.90837	108.59	61.0221	106.733	8.4679	
272	23.2238	23.9862	122.187	0.81625	65.9617	37.3984	65.2833	4.92004	108.971	61.1329	106.886	8.47002	
273	23.3196	24.2938	123.198	0.81746	65.9729	37.4117	65.5346	4.94502	108.837	61.2095	107.089	8.50622	
274	23.5596	24.2621	124.812	0.82415	66.7163	38.0195	65.5821	4.95709	109.459	61.5925	106.747	8.4867	
275	23.6092	24.3263	125.226	0.82749	65.8938	38.2075	65.2133	4.93706	109.498	61.1608	107.908	8.59376	
276	23.5683	24.5376	125.965	0.82502	65.8675	37.4541	65.2512	4.94085	109.115	61.395	107.206	8.50045	
277	23.6925	24.4363	127.002	0.83505	65.8929	37.5675	65.1417	4.94415	109.541	61.85	107.144	8.50123	
278	23.9304	24.4829	127.721	0.83126	65.9363	37.5704	65.3366	4.94459	108.951	61.658	108.282	8.55164	
279	24.0679	24.8245	128.189	0.83712	65.8313	37.5617	65.3154	4.95038	109.04	61.2721	107.572	8.70336	
280	23.9767	24.7245	128.77	0.83375	67.0829	37.7971	65.4638	4.96085	109.445	61.3766	107.819	8.50749	
281	24.0671	24.768	130.365	0.84837	66.1975	37.7267	65.6558	4.97168	109.368	61.6862	107.291	8.51503	
282	24.2246	24.86	130.04	0.84418	66.1829	37.8021	65.5771	5.07829	109.228	61.6129	107.279	8.51627	
283	24.1775	24.9433	131.453	0.84256	67.1125	37.7525	65.92	4.96713	109.369	61.6775	108.216	8.55664	
284	24.2213	24.9963	132.262	0.84584	66.3038	37.7796	65.7171	4.97914	109.521	61.5896	107.488	8.53077	
285	24.3409	25.1217	133.008	0.84708	67.0433	37.9804	65.9113	4.98083	109.267	62.0471	107.566	8.53375	
286	24.3538	25.1596	133.7	0.85079	67.0313	37.9496	65.9296	4.98043	109.413	61.7279	107.632	8.53784	
287	24.5667	25.8721	134.66	0.85334	66.4871	37.8554	66.2484	4.98124	109.722	61.9454	107.669	8.55001	
288	24.5841	25.4025	135.397	0.87173	66.7313	38.3212	66.1675	5.00081	109.732	62.0495	108.733	8.56539	
289	24.6513	25.4454	136.336	0.86252	67.3567	38.5271	66.2983	4.99378	110.127	61.94	107.819	8.55996	
290	24.8312	25.663	137.753	0.85749	66.9883	38.68	66.3571	4.9979	109.814	61.9192	108.012	8.55207	
291	24.8	25.6542	138.193	0.8658	67.2617	38.1888	66.3413	5.00798	109.852	62.1275	108.175	8.56167	
292	24.9175	25.73	138.98	0.865	67.1071	38.7096	66.5329	5.00951	110.142	62.1725	108.096	8.565	
293	25.0146	25.8609	139.794	0.86792	67.5704	38.3613	66.7571	5.02786	110.298	62.0354	108.292	8.56877	
294	25.0734	25.8688	140.498	0.87252	67.6908	38.9621	67.3783	5.02083	109.817	62.1154	108.558	8.58167	
295	25.1412	26.1079	141.451	0.87587	67.9175	38.345	66.955	5.02047	110.18	62.3375	108.248	8.5775	
296	25.2638	26.0575	142.914	0.87748	67.78	38.5246	66.7858	5.0933	110.383	62.2312	108.857	8.59254	
297	25.1333	25.8241	142.66	0.87962	67.6758	38.5337	66.89	5.03217	110.371	62.1492	108.529	8.58963	
298	25.2429	25.8842	144.098	0.87666	68.1879	38.7746	67.0617	5.03915	110.328	62.6513	109.265	8.59711	
299	25.3433	26.0058	145.961	0.88667	67.6942	38.5033	67.2971	5.04836	110.573	62.5963	108.682	8.60125	
300	25.2096	26.0466	146.244	0.89122	67.8854	38.9954	67.1258	5.04378	110.513	62.4566	108.908	8.60164	
301	25.6221	26.5038	147.345	0.88582	67.8242	38.6683	67.4125	5.04881	110.683	62.4508	108.791	8.66415	
302	25.7883	26.5546	148.717	0.89	67.8408	38.7346	67.1925	5.0571	110.751	63.0754	109.038	8.61162	
303	25.9392	26.6512	148.726	0.89375	68.1788	38.8054	67.4579	5.06079	110.838	62.867	109.344	8.61461	
304	25.9437	26.8325	149.765	0.89545	68.4488	40.5196	68.6205	5.07625	115.426	65.0258	127.923	8.63208	
305	25.705	26.4654	150.323	0.90249	68.1188	39.5213	67.5517	5.06874	111.065	62.66	109.158	8.62793	
306	25.865	26.6042	151.377	0.90042	68.1554	38.8654	67.7125	5.07375	111.102	62.8213	109.411	8.63331	
307	26.0395	27.2262	151.683	0.90128	68.3258	38.9033	67.8508	5.08207	111.244	63.0633	109.63	8.64042	
308	25.8804	26.7767	152.92	0.91032	68.4038	38.8767	67.835	5.08707	111.279	62.7512	109.811	8.64168	
309	26.0134	26.7884	154.494	0.90987	68.5637	38.9325	67.84	5.08711	111.401	63.0021	109.945	8.65175	
310	26.0888	26.8671	154.457	0.91037	68.5875	39.0491	67.8187	5.09956	111.303	62.9017	110.165	8.64793	
311	26.6376	26.9605	155.551	0.91612	69.24	39.1529	68.8512	5.09586	112.118	62.9391	110.277	8.64797	
312	26.5625	27.4234	155.673	0.91865	69.2921	39.1363	68.655	5.09713	111.974	63.6508	110.187	8.65917	
313	26.6308	27.5546	157.474	0.92378	69.2917	39.1533	68.7816	5.11129	113.259	63.2162	110.99	8.66001	
314	26.7179	27.6292	157.455	0.9247	69.3488	39.3892	68.8571	5.12043	112.705	63.0221	110.37	8.66077	
315	27.2092	27.7059	158.534	0.92629	69.45	39.3017	69.4454	5.13997	112.24	63.0808	110.753	8.67619	
316	26.8704	27.7554	159.473	0.92292	69.8529	39.2971	68.9112	5.1621	112.707	63.4512	110.493	8.67289	
317	27.0442	27.8487	160.267	0.92707	69.7542	39.6708	69.2042	5.1271	112.486	63.1471	110.499	8.67998	
318	27.0471	27.9471	161.375	0.93206	70.2117	39.405	69.3533	5.12878	112.549	63.1741	111.068	8.68373	
319	27.1654	28.1196	162.607	0.935	70.1608	39.5846	69.2267	5.15291	112.373	63.1725	110.904	8.68998	
320	27.2146	28.1608	163.716	0.93584	70.0379	39.5088	69.41	5.13329	112.613	63.4996	110.52	8.69457	
321	27.3121	28.2325	163.826	0.93628	70.7212	39.7145	69.2991	5.15215	112.692	63.3355	111.007	8.73415	
322	27.4554	28.4104	164.807	0.94546	70.1096	39.5679	69.5183	5.15045	113.329	63.4354	110.942	8.70751	
323	27.875	28.3913	166.07	0.95624	70.0391	39.6608	69.6975	5.15498	113.706	63.6962	112.274	8.86291	
324	27.2266	28.1083	167.266	0.9421	69.9762	39.7379	69.1204	5.14876	112.543	63.5238	111.475	8.80374	
325	27.3337	28.1975	168.262	0.94623	70.5841	39.7971	69.3492	5.15911	113.255	64.0596	111.316	8.71456	
326	27.8	28.7129	169.531	0.95082	69.7884	39.9604	69.3413	5.16962	112.997	63.7246	111.26	8.72802	
327	27.855	28.7222	170.456	0.95418	69.7584	39.9184	69.3329	5.18217	113.447	63.6396	111.302	8.725	
328	27.9992	28.8542	171.376	0.95671	70.132	40.5017	70.0292	5.18043	113.17	63.6921	111.572	8.74998	
329	28.1909	28.945	172.69	0.9571	69.9808	40.41	69.5159	5.18041	113.566	63.8108	111.565	8.73586	
330	28.3387	29.1154	174.676	0.96165	70.7421	39.9429	69.9	5.17876	113.671	63.7663	111.981	8.78753	
331	28.1616	29.2983	174.253	0.96079	70.0275	40.1812	69.5054	5.20042	113.599	63.8695	111.683	8.74293	
332	28.3141	29.1871	175.687	0.96457	70.035	40.1646	69.755	5.21582	113.552	64.0954	112.34	8.89877	
333	28.3392	29.3466	177.545	0.9692	70.593	40.208	69.9517	5.19335	113.679	64.5775	111.718	8.75916	
334	28.3775	29.3271	177.537	0.96916	70.2183	40.6046	70.6896	5.19502	114.129	64.352	112.51	8.76041	
335	28.4784	29.7212	178.374	0.9754	70.74	40.2937	69.8696	5.20329	114.04	64.6129	112.192	8.76543	
336	28.6158	29.5117	179.033	0.97748	70.4642	40.3033	70.4358	5.20998	114.639	64.1042	112.407	8.79506	
337	28.6763	29.6387	180.133	0.98541	71.1933	40.7225	70.24	5.21418	113.875	64.2225	112.14	8.77827	
338	28.7342	29.7113	181.996	0.97795	70.9242	40.7683	70.4513	5.22003	113.915	64.5925	111.99	8.77381	
339	29.6462	29.8883	184.157	1.00953	70.9521	42.4495	71.8917	5.26035	114.05	64.1462	112.51	8.78082	
340	28.9575	29.8987	182.805	0.98793	71.5096	40.6104	71.0871	5.23006	114.319	64.3946	112.59	8.87754	
341	29.1604	30.0467	184.68	0.99002	71.2658	40.4404	70.5555	5.22834	114.432	64.3775	112.515	9.51134	
342	29.1471	30.0496	184.91	0.99125	71.1479	40.475	70.6279	5.23293	114.509	64.4446	113.862	8.79086	
343	29.3633	30.1254	187.615	1.08417	71.8004	41.0879	71.9208	5.25166	114.245	64.5638	112.291	8.86995	
344	28.9183	29.9079	188.067	1.00952	71.3334	40.6638	71.1633	5.24338	114.656	64.6525	112.271	8.80664	
345	28.9834	29.8875	187.838	0.99873	71.1158	40.9217	71.6488	5.24497	114.36	64.5491	112.695	8.80661	
346	29.0487	29.9626	189.437	1.00462	71.7366	40.9825	71.1829	5.25916	114.757	64.8813	112.926	8.82043	
347	29.7074	30.4512	189.68	1.01085	72.2442	40.9225	72.1596	5.39041	115.239	64.8204	113.289	8.87003	
348	29.2238	30.4179	190.396	1.00958	73.0675	40.8484	71.9683	5.48668	114.734	64.88	112.988	8.82129	
349	29.6663	31.0308	191.132	1.01709	72.4283	41.1863	71.8283	5.28536	115.159	64.6487	113.468	8.98497	
350	29.7575	30.7121	192.264	1.01209	72.3316	40.8946	71.9842	5.27546	114.898	65.2834	113.423	8.83707	
351	29.8363	30.9208	193.186	1.01292	72.2687	41.1504	71.9404	5.27959	115.488	64.8438	113.48	8.83168	
352	29.9226	30.9529	194.087	1.01664	72.3791	41.03	72.5888	5.28788	115.196	65.0883	113.33	8.84416	
353	30.0383	30.9825	194.697	1.02258	72.5633	41.0996	71.5616	5.28696	114.685	65.0188	112.895	8.85416	
354	30.0921	31.1725	197.474	1.02249	71.9196	41.255	71.4925	5.31497	114.898	65.0363	113.315	8.9558	
355	30.4679	31.2263	198.525	1.02795	72.6067	41.2121	71.6621	5.30417	115.063	65.0917	113.923	8.85086	
356	30.3538	31.2408	199.442	1.02839	72.225	41.1621	71.7458	5.30752	114.935	65.7413	113.492	8.85497	
357	30.3283	31.3375	200.14	1.02793	72.3438	41.3871	71.7971	5.32959	115.241	65.0445	113.394	8.86249	
358	30.5491	31.9134	201.64	1.03291	72.18	41.3729	71.8488	5.31291	114.942	65.4733	113.779	8.94333	
359	30.83	31.5979	202.149	1.03626	72.7167	41.4863	72.2779	5.32375	115.722	65.7371	113.801	8.9362	
360	30.5645	31.5883	202.397	1.03955	72.9633	41.5063	76.79	5.32789	117.091	65.6196	114.03	8.91039	
361	31.1017	31.8196	203.201	1.04428	73.0909	41.4008	72.7067	5.33044	115.598	65.1683	114.533	8.89002	
362	31.2637	32.0563	204.492	1.04391	73.0671	41.6238	73.5204	5.34244	115.742	65.498	114.886	9.26881	
363	31.0992	32.1363	206.604	1.04753	73.055	41.8159	73.2521	5.34961	116.537	65.6308	114.443	9.1104	
364	30.9025	31.9804	206.049	1.04913	73.5704	41.6446	73.6392	5.33956	116.318	65.4795	114.778	8.89293	
365	31.0096	32.0404	206.909	1.05377	73.4609	42.0212	76.5805	5.33751	116.159	65.4416	115.161	8.91251	
366	31.1079	32.2292	208.721	1.05242	73.3804	42.0429	72.9967	5.35831	116.331	65.7771	114.822	8.89918	
367	31.2446	32.655	209.883	1.05334	73.9054	41.8129	73.18	5.34457	116.385	65.5621	114.993	8.95246	
368	31.2837	32.2621	210.313	1.15831	74.1238	42.2729	73.1012	5.36831	117.409	65.7838	114.675	8.90926	
369	31.3796	32.4175	211.93	1.06087	73.7358	41.8679	73.7484	5.36708	116.505	65.8309	114.958	8.94079	
370	31.7304	32.5559	212.166	1.06419	73.6162	41.8245	73.3788	5.36791	116.457	65.7467	114.94	8.98495	
371	31.7813	32.6071	213.896	1.06792	73.6983	41.8496	73.5016	5.38579	117.024	65.8121	115.485	8.92867	
372	31.8833	33.0454	214.652	1.07457	73.9375	42.005	73.665	5.38999	116.805	65.7884	115.971	8.93371	
373	31.6559	32.715	215.817	1.07288	74.0063	42.5908	74.1846	5.38084	117.406	65.9037	115.194	8.93122	
374	31.7029	32.9675	216.654	1.07541	74.1392	42.1154	74.5091	5.39586	117.967	65.8733	115.248	8.97037	
375	31.8617	32.9229	217.918	1.07918	74.8604	42.2517	74.0775	5.3854	117.029	66.08	115.53	8.94793	
376	31.86	32.9671	219.383	1.08165	74.4009	42.6396	74.51	5.41003	117.2	66.1634	115.294	8.94832	
377	32.37	33.1317	220.044	1.0863	74.3041	42.3408	73.7562	5.40001	117.658	66.1838	116.072	8.95747	
378	32.0183	33.1512	221.437	1.08541	74.3608	42.2516	74.0704	5.40122	118.198	66.1258	115.828	8.95666	
379	32.1662	33.2717	222.247	1.08414	74.5921	42.9142	74.1663	5.40797	117.368	66.2713	115.829	8.96709	
380	32.2154	33.2683	223.952	1.08623	74.6888	42.3625	74.2942	5.41586	117.39	66.2559	115.67	8.97209	
381	32.3605	33.5421	224.885	1.09375	74.6941	42.3787	74.4533	5.41334	117.969	66.3954	116.267	8.9725	
382	32.3959	33.5317	225.259	1.09799	75.1004	42.6984	74.4901	5.41582	118.137	66.5946	115.81	8.98083	
383	32.4775	33.63	226.152	1.09503	75.0429	42.5251	75.0333	5.42632	117.806	66.4546	116.042	8.98126	
384	32.5287	33.7529	227.823	1.10247	75.5176	42.6654	74.6875	5.43662	117.735	67.4783	116.331	8.98003	
385	32.6979	33.5675	228.588	1.09916	74.5849	42.6079	74.445	5.44293	117.695	66.5709	115.88	8.99288	
386	33.1	34.0367	231.315	1.10663	74.6188	42.6084	74.1362	5.44047	117.893	66.9109	116.088	9.00416	
387	32.9129	33.9637	231.825	1.11044	74.5379	42.7092	74.5779	5.44208	117.985	66.6325	116.445	9.00749	
388	33.07	33.9746	234.216	1.1109	75.1516	42.8695	74.8179	5.48045	118.184	66.6996	116.129	9.21706	
389	32.5542	33.8592	235.145	1.11459	74.7666	42.7896	74.56	5.45501	117.834	66.6712	116.224	9.01209	
390	33.0438	33.6696	234.937	1.11669	74.7929	43.0504	74.3817	5.46458	117.711	67.0279	116.151	9.03494	
391	32.7546	33.9975	236.105	1.11668	74.925	42.8796	74.8942	5.45955	118.062	66.8883	116.357	9.02042	
392	32.8442	34.0666	237.577	1.12167	74.9479	42.9167	74.9158	5.48578	118.406	67.2955	116.34	9.03781	
393	32.8709	33.9396	237.88	1.12164	74.9034	42.9496	75.1954	5.50662	118.313	66.81	116.735	9.12837	
394	33.4121	34.5441	243.356	1.22042	75.1633	43.2308	74.8391	5.48957	118.75	66.9675	117.233	9.04911	
395	33.8574	34.6229	240.22	1.13624	75.8729	43.2525	75.7117	5.49126	118.882	66.9267	117.127	9.17957	
396	33.7729	34.5417	240.785	1.13255	75.58	43.15	75.0008	5.49086	118.319	67.02	116.973	9.06095	
397	34.0004	35.1363	242.298	1.1929	75.3163	43.1717	75.5975	5.63041	118.308	67.0633	117.386	9.04708	
398	33.2579	34.3708	243.897	1.13377	75.8646	43.4958	75.2742	5.49874	118.426	67.7188	116.586	9.05127	
399	33.3113	34.5359	244.724	1.1346	75.4792	43.6025	75.1237	5.49624	118.563	67.2575	116.829	9.0617	
400	33.5724	35.1408	247.174	1.14166	75.7696	43.4829	75.2783	5.5058	118.867	67.1054	117.464	9.06165	
401	33.5117	34.5971	249.66	1.14332	76.235	43.2883	75.4192	5.51337	118.382	67.2004	117.376	9.06536	
402	33.5912	34.7817	249.18	1.15334	75.6725	43.3892	75.4908	5.55002	118.806	67.3546	117.628	9.45951	
403	34.2608	36.27	251.508	1.16001	78.5212	43.5521	76.3421	5.52583	120.608	67.3075	117.684	9.07787	
404	34.3154	35.4496	250.58	1.15086	76.6508	43.65	76.2934	5.64543	119.346	67.3288	117.74	9.44421	
405	34.5238	35.4946	250.87	1.15289	76.4679	43.6196	76.2883	5.52414	119.877	67.5079	117.977	9.44171	
406	34.4054	35.6742	252.245	1.15505	76.7317	44.0837	76.6341	5.63251	119.98	67.5517	118.041	9.25956	
407	34.212	35.6679	254.395	1.16035	76.1329	43.5583	76.2054	5.72331	119.623	67.5187	118.394	9.09954	
408	34.6858	35.97	256.504	1.16213	76.3046	43.6837	76.1104	5.54783	119.565	67.52	118.365	9.34707	
409	34.6888	35.8541	258.154	1.16288	76.9534	43.8208	75.9404	5.545	119.505	67.5142	117.921	9.09789	
410	34.2454	36.0392	258.893	1.25127	77.16	44.465	77.4263	5.59708	120.662	67.7587	118.981	9.10494	
411	35.1075	36.2246	258.059	1.27369	77.3417	43.7971	77.0246	5.54999	119.785	67.7375	118.142	9.10665	
412	35.3821	36.0712	259.26	1.17247	77.2088	43.925	76.9833	5.55414	120.179	68.165	118.414	9.11331	
413	35.0091	36.2451	260.893	1.17417	77.7338	44.2921	77.8608	5.56458	120.027	67.9058	118.52	9.12002	
414	35.1292	36.2596	261.928	1.17129	77.4337	43.9796	77.0779	5.56624	120.039	67.8025	118.674	9.44963	
415	34.88	36.1358	263.998	1.17799	76.8158	44.0087	76.5283	5.5712	119.71	68.1146	118.182	9.12711	
416	34.9742	35.9442	265.438	1.18172	76.9179	44.0633	77.2345	5.58252	119.877	68.0571	118.281	9.14414	
417	34.8425	36.7454	266.312	1.18541	76.9162	44.2696	76.6187	5.58043	120.213	67.96	118.538	9.13665	
418	34.9291	36.7679	267.205	1.18913	77.12	44.3575	76.7463	5.74496	119.86	68.4679	118.505	9.14254	
419	35.4825	36.6533	268.72	1.18666	77.1442	44.1909	77.4525	5.59502	120.451	68.0812	118.485	9.14336	
420	35.6167	36.7538	270.708	1.19706	77.1008	44.2284	77.0671	5.59086	120.464	68.3583	119.05	9.15578	
421	35.7351	37.3725	269.503	1.19416	77.7859	44.5633	77.7925	5.63459	120.586	68.3262	120.198	9.15829	
422	35.9621	36.9733	271.168	1.19663	77.8625	44.3946	78.2633	5.6025	120.454	68.1812	118.727	9.16421	
423	35.7695	36.5158	272.123	1.19624	77.3391	44.5371	77.32	5.605	120.347	68.4879	118.923	9.16715	
424	35.3613	36.7704	275.631	1.20418	77.6704	44.6	77.7108	5.64874	120.254	68.3254	118.752	9.19873	
425	35.7562	37.3246	275.806	1.20539	77.4929	44.4733	77.3688	5.61871	120.343	68.2267	119.391	9.35579	
426	37.205	36.7791	278.368	1.20874	78.2263	44.5309	78.2471	5.65626	122.07	68.6571	119.525	9.18327	
427	36.3163	37.3954	276.989	1.21166	78.8459	44.7333	78.2991	5.63206	121.164	69.2487	119.607	9.18169	
428	36.2967	37.5233	278.91	1.20837	79.5717	45.0246	78.1263	5.73543	120.947	68.3746	119.682	9.19878	
429	36.3505	38.0296	279.674	1.21493	78.7325	44.7242	78.2917	5.63498	121.514	68.4983	120.182	9.19454	
430	36.4354	37.8513	280.157	1.21417	78.7404	44.7667	78.5384	5.6408	121.753	68.495	119.889	9.2029	
431	36.5512	38.1212	281.677	1.21955	79.0658	45.1225	78.8196	5.65173	121.644	68.7533	120.395	9.34961	
432	36.6104	37.8292	282.301	1.22497	78.3175	45.1004	78.1567	5.67909	121.788	69.1133	120.679	9.21123	
433	36.7037	37.8671	285.52	1.22169	78.6104	44.8592	78.9433	5.64959	122.681	68.7296	120.193	9.20997	
434	36.8796	37.9862	285.848	1.23497	78.9691	45.0941	78.6834	5.66254	121.597	69.1454	120.596	9.3171	
435	37.2766	38.9026	286.06	1.2267	78.8554	44.9846	78.8425	5.6612	123.837	69.1621	120.112	9.21412	
436	36.9033	38.1925	288.333	1.23041	79.4346	45.2471	79.5204	5.66544	122.312	68.8888	120.765	9.22253	
437	36.9975	38.2371	289.125	1.23377	78.5946	45.1517	78.2737	5.76412	121.901	69.2967	120.56	9.23502	
438	37.5629	38.3755	290.189	1.2379	79.065	45.2375	79.5254	5.87252	122.839	68.9812	120.716	9.27335	
439	37.2429	38.5142	291.633	1.2429	80.0563	45.0992	79.1179	5.68502	122.37	68.8617	120.837	9.23331	
440	37.5296	38.6513	294.463	1.24459	79.2358	45.2617	79.0321	5.69083	122.245	68.995	120.906	9.245	
441	37.335	38.7529	294.031	1.24212	79.5554	45.2133	79.8674	5.69709	122.337	69.2404	120.839	9.24334	
442	37.3979	38.8142	296.028	1.24587	79.61	45.2512	79.2988	5.69211	122.265	69.4579	120.665	9.25747	
443	37.6688	38.7479	297.431	1.25249	80.1525	45.3117	79.5467	5.7025	121.844	69.7996	120.527	9.25414	
444	37.082	38.3301	298.838	1.25916	79.5888	45.9079	78.8113	5.70418	122.262	69.4033	120.522	9.26705	
445	37.0966	38.3366	300.676	1.25041	79.2775	45.5734	79	5.7038	122.171	69.3129	121.284	9.27253	
446	37.36	38.4763	301.252	1.25879	79.2771	45.5571	79.5687	5.7687	122.674	69.3429	121.383	9.27712	
447	37.2983	38.5608	303.723	1.2612	79.2308	45.7513	79.3854	5.71492	122.191	69.7617	121.522	9.46835	
448	38.0783	39.1958	304.196	1.26206	79.5771	45.6321	79.4583	5.72169	122.81	70.065	121.405	9.28132	
449	38.1295	39.2633	305.359	1.26631	80.3742	45.6771	79.3487	5.73126	123.018	69.4333	121.55	9.42052	
