idx	1_A+B	1_A-B	1_A*B	1_A==B	1/2_A+B	1/2_A-B	1/2_A*B	1/2_A==B	mx_A+B	mx_A-B	mx_A*B	mx_A==B	 
684	58.3971	59.435	680.362	1.86249	99.4446	64.4875	100.914	6.75879	142.694	81.1617	141.474	10.3637	
685	58.8346	60.1833	679.439	1.86084	101.269	63.1942	100.805	6.43085	141.958	81.0838	142.126	10.3587	
686	58.5487	60.0433	681.429	1.86538	99.9304	64.598	101.336	6.47381	142.703	82.5321	143.07	10.835	
687	58.1296	59.775	700.86	1.88457	103.67	104.551	102.157	6.45087	456.996	150.657	142.955	10.5758	
688	58.0517	63.6675	686.494	1.89959	98.8812	63.8229	104.92	6.44541	147.373	81.7146	142.427	10.3875	
689	58.4529	61.06	692.239	1.88295	100.297	65.5408	101.751	7.29703	144.127	83.9737	144.44	10.3858	
690	59.0291	61.3391	691.056	1.87749	99.8879	64.3596	101.971	6.44748	144.734	82.8137	142.492	10.3991	
691	59.1009	61.1588	694.886	2.05582	100.844	63.1454	101.434	6.45085	142.953	81.5542	141.804	10.5146	
692	58.5137	61.227	691.132	1.89329	101.266	63.7771	101.609	6.44958	143.099	81.3333	142.484	10.4038	
693	58.095	60.3271	693.258	1.88499	100.528	64.3338	101.98	6.59424	142.891	82.0696	142.685	10.4021	
694	58.1354	60.7154	696.045	1.89166	100.807	64.5542	101.278	6.46088	144.556	82.6063	143.444	10.4367	
695	59.3504	59.81	701.403	1.90829	100.462	65.0371	101.349	6.83041	143.597	81.4892	141.959	10.6929	
696	58.8575	60.5754	698.516	1.90122	101.067	64.8604	103.241	6.5071	144.507	81.8784	143.583	10.4145	
697	59.4566	61.5333	705.302	2.40244	101.851	63.8221	103.033	6.45919	144.395	81.6704	143.523	10.9329	
698	59.2966	60.8492	703.743	1.89958	99.7459	64.4462	100.748	6.46666	142.067	81.9371	141.875	10.8146	
699	57.9546	60.5071	710.589	2.19328	102.325	64.7429	103.608	6.47007	144.543	82.363	144.697	10.44	
700	60.0146	61.6496	711.656	2.05255	101.41	65.045	102.611	6.84008	144.392	82.6891	143.638	10.9666	
701	59.8116	62.0534	716.556	1.91171	101.518	64.7954	103.04	6.47666	145.351	82.0629	143.545	10.8005	
702	59.4721	60.7213	715.86	1.91004	101.18	65.537	102.106	6.49378	145.18	82.6971	152.173	12.0859	
703	71.4237	74.2717	1149.31	1.92245	100.578	64.7192	101.827	6.48332	143.688	81.98	142.697	10.4475	
704	64.86	66.7967	725.123	1.93215	102.541	65.875	104.834	6.62707	144.354	82.9137	144.416	10.5046	
705	60.0263	61.9275	723.155	1.92038	101.41	64.5854	104.736	6.80797	147.103	82.1808	145.866	10.4634	
706	60.0183	61.9833	719.063	1.925	100.777	65.1071	103.486	6.48834	143.887	82.0425	142.568	10.4808	
707	58.6046	61.5917	720.463	1.92584	101.701	65.4779	103.319	6.48247	144.728	81.9717	143.497	10.5529	
708	59.8428	62.1259	722.125	1.92251	101.707	65.3242	102.554	6.48331	143.945	82.4029	143.333	10.4671	
709	59.625	61.4225	727.885	1.93709	101.705	64.4675	103.458	6.54376	145.308	82.0642	143.849	10.4788	
710	60.0863	61.0996	725.119	2.23121	101.378	65.5325	102.654	6.49172	143.743	82.2325	143.117	10.48	
711	59.6046	61.9363	729.054	1.93415	101.049	64.3963	103.191	6.49749	144.129	83.1446	144.087	10.4841	
712	59.8225	62.0854	726.021	1.93546	102.196	65.0034	102.871	6.50581	145.339	82.0892	143.206	10.49	
713	60.0317	62.315	728.753	1.93374	102.093	65.7933	103.735	6.50043	144.026	82.2783	143.787	10.6158	
714	60.1358	62.3108	729.846	1.93834	102.095	65.6108	103.334	6.50414	143.935	82.3187	143.767	10.4992	
715	60.3175	62.2296	731.444	1.94252	102.531	65.975	103.687	6.50045	144.665	82.2454	144.201	10.5079	
716	61.2633	62.3096	734.073	1.94749	101.673	66.6504	102.793	6.51044	144.311	82.2129	142.776	10.5113	
717	59.445	61.6033	738.471	1.97625	101.177	66.5346	102.81	6.50707	143.875	82.3546	143.388	10.505	
718	59.5946	61.5875	740.507	1.95376	101.321	65.9634	102.446	6.51796	143.975	82.3604	142.673	10.5192	
719	59.678	61.9571	741.365	1.94917	102.562	66.4267	102.609	6.51249	143.741	82.2467	142.865	10.525	
720	60.8058	63.1717	743.754	1.9529	102.196	66.1725	103.036	6.51505	143.591	82.3446	143.525	10.5217	
721	60.8591	62.8258	745.071	1.97122	101.767	66.1883	103.059	6.53368	143.621	82.3621	142.855	10.5262	
722	61.0967	62.9579	749.347	1.95914	102.283	65.5117	103.521	6.52587	144.715	83.6367	143.866	10.5379	
723	61.1379	63.1438	747.028	1.95668	101.891	66.4121	103.002	6.52508	143.764	83.1104	143.029	10.5391	
724	60.9342	63.0671	750.41	2.0546	102.059	66.4024	103.795	6.5259	144.027	82.5904	143.28	10.5392	
725	61.0492	63.1067	753.841	1.96206	102.769	65.585	103.71	6.87667	144.693	82.5925	144.312	10.5513	
726	61.4913	64.1005	752.868	1.9679	104.102	66.6675	104.26	6.53374	145.797	83.1767	145.071	10.55	
727	61.4633	63.4521	754.159	1.96872	103.228	66.5746	104.288	6.54717	145.353	82.6137	144.463	10.5559	
728	61.4575	63.6571	757.091	1.96959	103.368	66.9737	105.026	6.5382	145.476	83.7079	145.895	10.5567	
729	61.4617	64.2787	758.589	1.97832	103.579	66.9508	104.504	6.54456	146.291	82.823	144.689	10.5671	
730	61.7321	63.9371	764.788	1.97709	102.82	67.0604	103.571	6.54295	144.345	82.8896	143.761	10.5688	
731	61.1437	63.0804	765.63	1.97794	102.532	67.0646	103.722	6.54036	144.905	83.6867	144.027	10.5991	
732	61.3988	64.0842	770.12	1.98332	103.603	66.5704	105.208	6.67882	145.917	83.0021	145.046	10.5892	
733	61.6683	63.8637	769.33	1.98666	104.643	66.6529	105.564	6.55285	146.345	83.2263	146.142	10.5846	
734	61.72	63.9779	767.929	1.98043	103.896	67.5829	105.157	6.55334	146.228	83.3842	145.749	10.5946	
735	62.0159	64.1491	772.452	1.99378	105.36	67.3933	105.234	6.55999	145.966	83.0896	145.192	10.5958	
736	62.5071	64.0716	775.923	1.9896	102.985	67.4154	104.095	6.55584	145.445	83.16	144.236	10.5971	
737	61.1233	63.2121	776.599	1.99746	102.924	68.0746	104.201	6.55582	145.097	83.3425	144.342	10.7325	
738	61.1892	63.8292	780.413	1.99792	104.497	66.7617	104.839	6.6454	146.365	83.2671	144.574	10.6129	
739	61.2729	63.4388	779.398	2.00458	103.364	67.6458	104.899	6.56503	145.449	83.3129	144.905	10.6092	
740	61.388	63.6188	782.143	2.03667	103.257	67.7938	104.573	6.56543	145.338	83.4283	144.985	10.6091	
741	61.5716	63.5875	786.607	2.00833	105.632	67.9692	105.833	6.56711	146.513	83.4891	146.301	10.6221	
742	62.5258	64.6458	785.173	2.00787	104.013	68.0312	104.574	6.57457	145.888	83.6017	145.378	10.6233	
743	62.6041	64.6458	790.123	2.01547	103.26	68.2037	106.755	6.57542	146.066	83.3908	144.822	10.6279	
744	63.1155	65.0383	791.637	2.01208	105.033	67.1237	106.108	6.57583	146.651	83.7421	146.016	10.6396	
745	64.1375	64.8829	790.647	2.0158	103.869	68.3229	105.578	6.73581	146.091	83.7654	145.473	10.6442	
746	62.7738	64.9808	796.107	2.02291	103.622	68.7629	105.687	6.70497	145.872	83.7075	145.25	10.7662	
747	62.8425	65.5183	797.727	2.01999	103.733	68.345	105.369	6.59254	146.553	84.5109	146.207	10.6612	
748	62.9516	65.2825	801.481	2.01996	103.848	68.8067	105.732	6.58914	145.766	83.8829	145.065	10.6492	
749	62.2759	64.6038	799.935	2.02212	104.91	67.3209	106.659	6.58794	147.109	84.2137	147.038	10.6688	
750	63.1808	65.1979	802.176	2.03125	105.194	67.7805	106.889	6.5954	147.94	83.9163	146.555	10.72	
751	62.26	64.7796	804.543	2.03592	104.247	68.5737	105.976	6.5942	146.221	83.8308	145.895	10.67	
752	63.3071	65.8842	807.761	2.02994	103.999	68.9163	106.122	6.59918	146.225	84.0825	145.828	10.6684	
753	63.4092	65.5404	810.229	2.0626	104.28	69.2504	105.752	6.60171	146.209	83.9863	147.272	10.9096	
754	63.8583	65.7258	812.769	2.04256	105.532	67.5629	107.295	6.61125	147.275	83.9708	147.013	10.6754	
755	63.4988	65.7454	810.859	2.04457	105.523	67.72	107.062	6.60919	147.381	84.1454	147.016	10.6775	
756	63.7429	66.2804	813.19	2.04458	105.674	67.9596	107.725	6.60996	147.53	84.1584	147.943	11.65	
757	63.8704	66.7205	819.798	2.05043	105.904	69.3663	107.441	6.60584	147.675	84.5412	146.826	10.695	
758	63.7991	66.1192	817.789	2.06043	106.233	69.7292	107.33	6.61086	147.569	84.1	146.71	10.7196	
759	63.8683	66.0634	819.517	2.05665	105.974	69.33	107.592	6.62252	147.744	84.6262	147.404	10.6984	
760	64.4221	65.8054	823.516	2.05958	106.283	68.2913	107.645	6.61956	147.977	84.2116	147.294	10.7041	
761	64.7096	66.8941	823.163	2.06708	106.27	69.1187	107.571	6.61955	147.95	84.8983	147.23	10.7554	
762	64.5192	66.3967	826.374	2.06918	106.84	68.3633	107.59	6.61833	148.059	84.4833	147.386	10.78	
763	65.5946	66.3054	829.721	2.07125	106.726	70.0342	107.981	6.62412	148.421	84.2675	147.82	10.7296	
764	64.4587	66.5284	831.206	2.2196	107.14	69.6029	108.222	6.78751	149.033	84.8371	147.489	10.7308	
765	65.313	66.6175	831.715	2.0646	106.416	68.8542	107.95	6.62834	148.678	84.9054	147.68	10.7217	
766	65.0625	67.0675	836.066	2.07334	106.689	68.9463	108.133	6.64088	148.386	84.6034	147.98	10.735	
767	64.6425	67.2596	836.215	2.075	106.694	70.0112	108.46	6.6717	148.283	84.9171	147.863	10.7345	
768	64.6608	66.8784	838.992	2.08002	106.573	70.0958	108.092	6.63962	148.591	84.8104	148.344	10.8529	
769	66.3016	67.0046	844.301	2.08626	107.047	68.9071	108.65	6.63876	148.553	84.6629	148.074	10.7483	
770	64.9258	66.995	843.078	2.08127	106.852	69.3154	108.317	6.6429	148.537	85.3888	148.08	10.8933	
771	64.7933	67.095	844.473	2.08749	107.315	69.0454	108.41	6.79547	148.843	85.3033	148.247	10.763	
772	66.2183	66.8992	847.443	2.09292	105.913	70.6129	107.277	6.65414	148.39	84.9983	147.086	10.8375	
773	64.1058	66.9625	850.059	2.08625	106.406	70.4763	107.884	6.64832	148.29	84.8775	147.717	10.7672	
774	64.2846	66.47	851.946	2.08877	105.89	71.1108	108.76	6.67835	148.99	84.9171	148.944	10.7708	
775	65.6409	68.3992	854.737	2.09252	106.198	70.7025	107.517	6.65537	147.968	85.4617	147.752	10.7792	
776	65.4125	67.5067	857.272	2.10128	106.099	71.2258	108.112	6.66164	147.948	84.9338	147.497	10.7788	
777	65.2708	67.6029	859.711	2.09461	106.242	71.0809	107.685	6.66418	148.321	85.8054	148.463	10.7837	
778	66.2475	68.1846	862.983	2.10502	108.114	69.6275	108.992	6.66291	149.22	85.1908	148.588	10.7908	
779	66.4367	67.7708	861.309	2.10078	107.268	69.6717	109.173	6.66751	149.861	85.2421	148.407	10.7959	
780	66.0375	67.8953	864.184	2.10664	107.768	69.6838	109.124	6.66541	149.806	85.4621	149.416	10.8062	
781	66.4012	68.0583	865.58	2.11499	106.552	71.7054	108.214	6.67424	148.587	85.3196	147.706	10.8033	
782	65.7354	68.8696	869.692	2.11834	106.543	71.7958	108.177	6.67252	149.018	85.1858	148.182	10.8021	
783	65.8313	68.0913	871.258	2.11707	107.005	71.2541	108.941	6.79162	150.43	85.9412	149.816	10.9496	
784	66.3446	68.4046	872.224	2.11378	107.91	70.0512	109.886	6.68294	150.077	85.4329	149.494	10.8158	
785	66.0671	68.3354	873.242	2.25337	108.092	70.0354	109.632	6.67756	150.187	85.8987	149.119	10.8158	
786	66.0325	68.4491	875.925	2.13499	108.776	70.3879	110.426	6.72677	149.809	85.5025	149.153	10.8321	
787	66.2483	70.0291	880.691	2.13168	106.961	71.6387	108.793	6.68416	149.393	85.7463	148.422	10.8254	
788	66.2621	69.405	882.262	2.12126	107.191	71.9475	108.588	6.71547	148.961	85.6833	148.865	10.8287	
789	66.3813	68.887	884.501	2.13251	109.005	72.4813	110.877	6.69372	150.237	85.7421	150.548	10.8525	
790	65.5775	67.9258	884.116	2.12789	107.105	71.9116	109.382	6.70082	149.646	86.1742	148.693	10.8405	
791	65.5616	67.8758	888.882	2.12877	107.971	72.0417	109.226	6.69709	149.415	85.5533	148.283	10.8467	
792	65.5621	67.8525	887.766	2.13663	107.186	71.9621	108.762	6.7079	148.935	85.76	148.299	10.9183	
793	66.6179	69.0033	895.189	2.13998	107.661	72.6625	109.244	6.71293	150.319	86.4721	149.822	10.8846	
794	67.0633	69.4071	895.995	2.13875	108.198	72.3629	109.608	6.70878	149.44	85.9159	149.06	10.9196	
795	66.8417	69.26	899.103	2.14127	109.379	72.9433	112.11	6.71166	150.496	85.8955	150.267	10.8712	
796	67.1287	69.2112	897.898	2.14415	109.23	71.5042	110.897	6.71706	151.619	86.0879	150.212	10.865	
797	67.0758	69.4054	899.405	2.14545	109.511	71.8291	110.86	6.71168	150.898	85.9999	151.314	10.8858	
798	67.4704	69.3829	902.724	2.14799	107.934	73.0433	110.352	6.71086	150.608	86.0912	149.58	10.8783	
799	67.2045	69.8513	906.39	2.15036	108.348	72.6771	109.606	6.7292	150.439	86.1363	149.938	10.885	
800	67.2546	69.532	908.573	2.15428	108.205	72.7654	109.925	6.85337	150.033	86.3258	150.101	11.0283	
801	67.4463	71.0262	912.398	2.1612	110.04	73.3854	111.285	6.73206	151.132	86.2975	150.635	10.8954	
802	67.5845	70.3821	909.391	2.1654	109.436	73	111.573	6.73545	151.578	86.2575	150.796	10.8962	
803	67.6588	70.1171	912.345	2.16327	109.635	72.9713	111.348	7.02412	152.274	87.2721	151.763	10.9099	
804	68.0983	70.29	918.829	2.16499	110.454	73.0512	111.59	6.74375	151.868	86.4679	150.971	10.9157	
805	68.2317	70.5425	916.117	2.16952	110.24	73.2763	112.141	6.72749	151.367	86.5446	150.933	10.9204	
806	67.885	70.1762	918.04	2.17459	110.009	72.1213	111.599	6.87672	152.821	86.6667	150.736	10.9246	
807	67.9163	71.2942	921.462	2.17124	108.805	73.4867	110.38	6.73791	150.717	87.0466	150.865	10.9304	
808	68	70.4062	924.208	2.23126	108.713	74.2325	110.552	6.8121	150.838	86.6762	150.077	10.9821	
809	68.4392	70.8083	929.029	2.19922	110.312	73.0817	111.51	6.7504	151.372	88.0763	150.189	10.9317	
810	67.0725	69.8908	928.205	2.18374	108.921	74.1133	110.668	6.75588	151.445	86.8013	150.614	11.0025	
811	67.6117	69.5992	960.714	2.18708	109.418	73.58	110.68	6.75502	151.148	86.8787	150.62	10.9467	
812	68.2013	70.7887	936.993	2.1967	110.439	72.7233	113.941	6.75496	151.892	86.6838	151.812	10.9459	
813	68.3267	71.0754	934.46	2.19332	110.419	72.7837	112.328	6.75454	152.791	86.8092	151.473	10.9554	
814	68.4842	70.8038	937.051	2.18877	110.675	74.1005	112.269	6.75167	151.962	87.2821	151.533	10.9496	
815	68.5546	70.2796	940.279	2.20205	110.64	74.2125	112.713	6.76417	152.244	87.0291	151.598	11.1779	
816	69.1688	70.975	943.534	2.32458	109.423	73.955	111.698	6.83499	151.018	87.4087	150.637	11.0933	
817	67.6587	70.1226	944.415	2.20375	111.389	72.7117	112.237	7.25248	153.387	87.595	151.73	11.1654	
818	67.8708	71.7846	948.946	2.20541	110.672	74.2725	112.576	6.77544	152.441	86.9929	152.514	10.9712	
819	69.1071	71.5888	946.943	2.19921	111.289	74.2308	112.733	6.7717	153.015	87.0308	152.203	10.9717	
820	69.5674	71.4	950.171	2.24291	111.821	72.7291	113.519	7.17296	152.257	87.3463	153.099	10.9779	
821	68.1146	70.4445	952.884	2.20955	109.924	74.4904	112.11	6.77167	152.197	87.3741	151.674	10.9858	
822	68.5041	70.7571	956.539	2.22042	110.745	75.0488	112.181	6.82879	151.891	87.91	151.393	11.1329	
823	68.1792	71.1746	960.444	2.22131	111.195	74.04	112.969	6.78287	153.027	87.4438	153.076	11.0008	
824	69.32	71.6612	959.39	2.21795	111.71	73.2542	113.539	6.7892	153.152	87.4808	152.501	11.005	
825	70.072	71.8533	960.355	2.21917	111.843	74.5709	113.908	6.7899	153.15	87.36	152.347	11.1371	
826	69.4312	73.0726	965.689	2.22578	111.58	75.0909	113.379	6.78587	154.003	87.3954	152.676	11.0192	
827	69.7171	71.8758	965.843	2.22044	111.855	75.6004	113.676	6.7958	153.55	88.0133	152.702	11.0075	
828	69.7329	72.0371	967.26	2.22372	111.737	73.8737	115.137	6.79453	153.775	87.7058	155.037	11.0213	
829	69.7183	72.1616	972.995	2.2321	111.115	75.3362	112.447	6.79635	152.234	87.5475	151.789	11.0204	
830	69.8729	72.565	974.9	2.23166	110.584	76.4792	112.58	6.79261	152.328	87.6383	151.707	11.0258	
831	69.9117	72.6641	977.838	2.23626	110.651	74.813	113.185	6.80836	154.01	87.6458	151.735	11.0307	
832	69.0867	71.3812	978.453	2.2396	111.067	75.5354	112.86	6.79835	153.03	87.717	152.032	11.05	
833	69.05	71.5925	981.616	2.24207	110.677	75.42	112.821	6.80123	152.773	87.8696	152.451	11.0425	
834	69.2738	71.7075	986.471	2.50083	112.182	74.16	113.967	6.80624	153.78	87.9025	153.822	11.047	
835	70.36	72.6292	982.971	2.23877	112.778	73.9975	114.14	6.81084	154.047	87.8987	153.473	11.0479	
836	70.8008	72.7854	985.093	2.24791	112.446	74.5342	114.226	6.81375	153.87	87.87	160.05	11.0567	
837	69.4166	72.4683	991.83	2.24833	112.521	76.3575	114.887	6.81747	154.035	89.7037	153.122	11.0621	
838	69.8513	72.0762	991.61	2.25795	111.399	75.8213	113.544	6.81622	153.933	87.8763	152.65	11.0725	
839	69.4858	72.14	994.178	2.25792	113.396	76.6333	115.092	6.82587	154.255	88.3237	154.69	11.0762	
840	70.6525	73.1867	994.708	2.25667	111.322	75.9737	113.2	6.81998	153.063	88.5208	153.536	11.0692	
841	70.7592	73.1812	998.721	2.25796	111.93	76.0796	113.423	6.82832	153.383	88.1879	153.831	11.0833	
842	71.0383	73.1575	1003.92	2.25914	112.23	76.4183	113.5	6.83257	153.236	88.3354	152.812	11.1004	
843	72.0721	73.4025	1003.76	2.26674	111.664	76.9176	113.578	6.82914	153.425	88.2396	152.957	11.0992	
844	70.9259	74.2225	1005.14	2.2671	111.935	76.4708	114.101	6.82667	155.363	88.4791	153.533	11.0892	
845	71.2991	73.8804	1009.46	2.27034	113.537	74.9571	115.568	6.835	154.605	88.2896	154.297	11.1021	
846	71.2063	73.5567	1008.8	2.27296	113.283	74.9075	115.665	6.83543	155.278	88.2929	154.142	11.1012	
847	71.1775	73.6621	1012.05	2.27959	113.383	75.8817	114.456	6.84247	155.186	88.3875	152.977	11.1162	
848	70.2917	72.7812	1013.22	2.27627	112.53	76.6737	114.051	6.84132	154.698	89.1263	153.278	11.1058	
849	70.4391	72.8129	1017.41	2.28542	112.666	77.5371	115.003	6.84707	154.298	88.8563	154.133	11.1125	
850	70.4784	72.8529	1023.48	2.28834	112.383	76.9162	114.219	6.84747	154.019	88.5246	153.878	11.1242	
851	71.6829	74.2625	1021.48	2.28262	112.688	76.9892	114.643	6.86296	154.077	88.6371	154.319	11.1138	
852	71.6395	74.2013	1023.87	2.30299	112.675	77.6542	115.413	6.84753	155.044	88.5904	153.667	11.1266	
853	72.2946	75.5883	1026.75	2.41335	112.35	77.5525	114.625	6.85456	154.238	88.9425	153.624	11.1299	
854	72.3479	74.3521	1027.84	2.29162	113.27	77.8488	114.702	6.85086	154.333	88.8213	153.8	11.1442	
855	71.7383	74.6804	1032.29	2.297	112.893	78.8188	114.999	6.90004	154.356	88.7246	153.866	11.1433	
856	71.9433	74.69	1034.01	2.30416	112.868	77.7325	115.833	6.85793	154.388	88.7983	154.102	11.1441	
857	72.0704	74.8041	1036.2	2.29586	112.896	77.4408	115.231	6.85875	154.598	88.9558	154.549	11.1471	
858	72.9983	74.6083	1038.85	2.30127	112.908	77.5579	114.836	6.87921	154.446	88.7897	156.87	11.1739	
859	72.5217	75.2016	1041.41	2.30329	113.374	77.6454	115.051	6.87666	155.008	89.5542	154.126	11.168	
860	71.2337	73.9538	1040.39	2.31249	114.438	76.3084	116.572	6.87331	155.293	90.575	154.21	11.1675	
861	71.6562	73.842	1043.65	2.3158	113.093	77.6441	115.313	6.87334	154.491	89.4992	154.873	11.1616	
862	71.4862	73.92	1046.51	2.3146	113.21	77.9621	115.247	6.87582	154.83	89.5896	155.025	11.1737	
863	71.7367	74.3921	1052.72	2.31875	114.496	76.218	116.5	6.93833	156.125	89.1862	156.944	11.257	
864	72.6525	74.6317	1051.05	2.40416	113.503	78.1075	115.55	6.88712	155.195	89.5654	154.474	11.1821	
865	72.6738	75.6271	1054.9	2.31957	114.285	76.3725	116.822	7.45336	156.797	89.8096	155.796	11.1966	
866	73.1325	75.3187	1055.97	2.32001	115.05	76.4421	116.937	6.88791	156.441	89.3359	156.373	11.1895	
867	72.9604	75.8204	1057.59	2.32667	115.177	76.3125	117.101	6.88999	156.545	89.4654	156.494	11.1929	
868	73.0442	75.3692	1060.88	2.33627	116.344	78.365	117.121	6.89631	156.661	89.4287	156.357	11.2029	
869	73.0734	75.4746	1062.09	2.33457	115.395	78.6896	117.204	6.9059	156.459	89.3658	156.598	11.1967	
870	73.1259	75.6617	1063.44	2.3383	115.225	78.5383	117.171	7.1363	156.465	89.6383	155.431	11.2204	
871	73.5662	75.7137	1067.18	2.33786	115.402	78.6208	117.41	6.89964	156.63	90.0733	156.887	11.2121	
872	73.5883	76.0063	1068.15	2.35625	115.196	78.8337	117.437	6.90666	157.04	89.5654	156.937	11.2192	
873	73.4896	76.1279	1072.07	2.33959	115.37	78.6571	118.961	6.90257	156.937	90.0145	157.235	11.2246	
874	73.4141	76.2304	1075.34	2.33791	114.779	79.1859	116.448	6.94743	155.94	89.94	156.233	11.2229	
875	72.5271	74.9654	1077.96	2.34625	115.165	79.4763	116.976	6.91788	157.39	90.8771	156.205	11.265	
876	72.5696	75.5954	1080.63	2.3463	114.659	79.6404	116.572	7.11296	156.313	90.0633	156.291	11.2362	
877	72.5883	75.2125	1375.87	2.35165	114.604	79.0525	117.163	6.9125	156.126	90.0421	155.713	11.2421	
878	73.8558	76.9887	1087.51	2.56869	116.292	77.6675	118.214	7.19496	157.339	90.0137	157.261	11.2529	
879	73.9667	77.0346	1086.86	2.41542	114.539	79.3229	117.397	6.91747	156.06	90.07	155.865	11.2505	
880	73.0517	75.9838	1088.55	2.36375	114.728	79.2813	117.708	6.92916	158.322	90.6346	157.453	11.2667	
881	74.2213	77.0325	1090.27	2.36501	116.121	79.9121	118.317	6.92709	157.86	89.9075	157.153	11.2592	
882	74.755	76.8063	1091.86	2.36084	115.308	79.4812	117.153	6.92665	156.476	90.0767	156.3	11.2655	
883	74.8446	77.065	1098.49	2.54291	115.945	79.5562	117.258	6.92921	156.601	90.1433	156.786	11.2746	
884	75.7034	76.6854	1100.1	2.46454	115.655	79.6425	117.279	6.93624	156.31	90.2455	157.338	11.2858	
885	74.6317	76.8813	1100.2	2.38167	116.458	78.7867	118.832	6.94334	159.571	90.2583	158.143	11.293	
886	74.5079	77.0317	1102.69	2.37329	116.709	79.88	118.808	6.93708	157.73	90.7608	157.569	11.2816	
887	74.7042	77.1717	1104.82	2.38044	116.573	79.85	118.863	6.93957	158.267	90.9363	157.625	11.2843	
888	74.7688	77.2238	1108.86	2.38374	116.683	79.9792	118.901	6.94209	158.769	90.3575	157.82	11.3204	
889	74.8754	77.4517	1109.32	2.38504	116.794	80.0354	119.12	6.94251	158.765	90.3842	158.218	11.2942	
890	75.1463	77.4579	1109.85	2.38621	116.824	80.3742	120.154	7.4321	159.033	91.4237	157.515	11.3804	
891	74.95	78.9321	1115.81	2.38457	115.608	80.4471	118.502	6.94961	156.946	90.6913	156.925	11.3054	
892	75.0817	77.8375	1118.4	2.39542	115.86	80.6296	118.039	6.95251	157.062	90.6958	156.935	11.3067	
893	75.6633	77.6791	1123.7	2.39166	117.375	79.0975	119.185	6.98082	158.455	91.0234	157.907	11.3175	
894	75.1225	78.2025	1121.04	2.39754	117.926	78.6704	119.577	6.96457	158.481	90.7717	158.285	11.3142	
895	75.7733	78.0221	1123.11	2.39839	118.058	81.2104	119.353	6.96584	157.982	90.7521	158.395	11.3258	
896	74.22	76.9346	1125.46	2.39923	116.058	80.8733	118.348	7.09628	157.53	90.8825	157.857	11.3283	
897	74.4683	77.0359	1129.8	2.40463	116.251	80.8958	118.364	6.96918	157.775	91.2404	157.567	11.3646	
898	74.4604	77.4184	1134.89	2.40665	117.612	78.7429	119.578	6.98045	158.755	91.375	158.451	11.3325	
899	75.6333	78.7313	1133.52	2.40952	117.565	78.9371	119.835	6.97328	159.36	91.0754	158.501	11.3467	
900	75.9225	78.7613	1137.17	2.40544	117.598	80.1063	120.21	6.97199	159.879	90.9325	158.709	11.3455	
901	76.0367	78.6566	1136.91	2.40711	117.733	81.6146	120.026	6.97748	158.993	91.0512	158.795	11.3558	
902	76.158	78.6967	1138.82	2.41882	118.418	81.1909	120.437	6.97709	159.621	92.0692	159.41	11.37	
903	74.7455	77.5391	1145.15	2.41503	116.554	81.4397	119.935	6.98166	158.83	91.0967	159.001	11.362	
904	74.9312	77.6692	1145.83	2.42333	116.776	81.8396	119.007	7.03828	158.059	91.7259	158.649	11.3841	
905	75.175	77.7637	1151.94	2.42668	118.008	81.4454	119.14	6.98624	158.698	91.6042	157.799	11.3742	
906	75.203	77.7379	1150.77	2.42499	116.796	81.4671	119.564	6.98792	158.668	91.5746	158.095	11.3763	
907	75.4863	77.825	1152.83	2.42709	118.061	81.5058	121.697	6.99372	160.121	92.1709	160.46	11.3867	
908	77.9954	80.0209	1176.07	2.65044	122.828	81.1271	121.919	7.03083	161.924	92.8021	162.527	12.3147	
909	76.3438	79.5908	1168.65	2.4362	118.433	80.9916	122.452	6.99872	161.93	92.865	161.34	11.5067	
910	77.2763	79.845	1170.02	2.43749	117.77	82.4658	120.813	7.01	160.579	91.8734	160.661	11.4009	
911	77.5387	79.2987	1172.46	2.45	120.786	82.0575	122.481	7.24544	161.728	93.1255	161.107	11.4416	
912	78.1434	81.2721	1180.2	2.45209	119.995	80.1905	121.419	7.01209	160.996	93.1825	161.438	11.565	
913	76.8988	80.0471	1176.83	2.45462	119.697	81.3063	122.446	7.02745	161.408	93.4867	161.836	11.4187	
914	76.0658	79.5175	1177.91	2.45209	118.969	82.0679	121.79	7.06243	160.45	93.1717	161.31	11.4216	
915	76.0075	79.223	1182.63	2.47505	118.68	81.3712	123.668	7.04791	162.923	92.8296	161.467	11.435	
916	77.8509	80.0317	1182.67	2.61589	119.69	81.7846	121.978	7.03295	161.275	92.993	161.715	11.7196	
917	77.5437	79.8834	1187.61	2.45464	118.469	83.1504	120.787	7.01206	160.792	92.1908	159.723	11.4334	
918	77.1029	80.2742	1192.23	2.46331	118.305	80.4871	121.606	7.05416	164.404	100.713	205.374	11.5142	
919	78.1917	410.324	1253.7	2.46957	120.863	86.6387	124.187	7.24453	160.293	94.4067	162.695	11.4758	
920	78.6388	80.4454	1217.68	2.46464	121.674	82.0025	122.074	7.03243	160.163	92.6634	160.702	11.5592	
921	77.5962	82.1204	1206.14	2.47292	120.557	82.5467	122.585	7.08714	162.461	93.6408	161.987	11.7087	
922	79.0954	82.5058	1206.09	2.4733	120.051	83.1883	123.308	7.19496	161.254	93.6254	161.744	11.4642	
923	77.0879	80.7358	1210.55	2.60248	119.693	82.77	122.248	7.03655	161.467	92.652	163.077	11.7762	
