idx	1_push	1_incl	1_pop	1/2_push 1/2_incl 1/2_pop max_push max_incl max_pop 
0	0.07248	0.04715	0.06209	0.06209	0.03826	0.05873	0.05959	0.03635	0.05793	
1	0.0675	0.04541	0.05417	0.06293	0.03788	0.05999	0.06083	0.03621	0.05834	
2	0.0675	0.03549	0.06169	0.06543	0.03671	0.05999	0.05963	0.0392	0.0579	
3	0.0775	0.03746	0.0592	0.06165	0.03588	0.05626	0.06125	0.03633	0.05582	
4	0.0841	0.03502	0.06129	0.05961	0.035	0.05751	0.06083	0.03707	0.05874	
5	0.09252	0.03998	0.05836	0.06414	0.0354	0.05746	0.06124	0.0391	0.05704	
6	0.08047	0.04322	0.06378	0.06125	0.03587	0.0621	0.06125	0.03754	0.05834	
7	0.08709	0.0371	0.06289	0.06705	0.03743	0.05541	0.06625	0.04304	0.05833	
8	0.08494	0.04076	0.07539	0.06458	0.03909	0.05579	0.06121	0.03293	0.05502	
9	0.09667	0.03972	0.08123	0.06123	0.035	0.0575	0.06337	0.04143	0.05707	
10	0.10583	0.04588	0.07246	0.06333	0.03584	0.05792	0.06126	0.03744	0.05795	
11	0.11331	0.03998	0.07666	0.06337	0.03666	0.05624	0.06001	0.04381	0.05456	
12	0.11453	0.04844	0.07624	0.06334	0.03799	0.05961	0.05961	0.03748	0.05541	
13	0.1175	0.04319	0.07712	0.07129	0.04587	0.05919	0.06412	0.04216	0.05664	
14	0.11007	0.04441	0.07724	0.06291	0.03836	0.05625	0.05711	0.03711	0.05874	
15	0.11624	0.04488	0.0792	0.06127	0.04037	0.05539	0.05999	0.0358	0.05585	
16	0.12291	0.04713	0.07958	0.06164	0.03874	0.05875	0.06215	0.03744	0.06456	
17	0.13042	0.0488	0.08376	0.06251	0.03739	0.05539	0.05748	0.03913	0.05336	
18	0.12748	0.05123	0.08502	0.06752	0.04133	0.05793	0.06126	0.04588	0.05751	
19	0.13417	0.05247	0.10623	0.06248	0.03458	0.05877	0.06337	0.0375	0.05791	
20	0.1329	0.05461	0.08998	0.06915	0.03834	0.05832	0.06376	0.03795	0.05835	
21	0.14372	0.05663	0.08958	0.06378	0.03371	0.05832	0.06458	0.03496	0.05915	
22	0.14376	0.05837	0.09457	0.06628	0.0354	0.0604	0.06044	0.04032	0.06122	
23	0.16623	0.0583	0.09039	0.06211	0.03835	0.05835	0.06541	0.04083	0.05998	
24	0.15081	0.0612	0.10997	0.06499	0.04041	0.05874	0.06041	0.04018	0.05834	
25	0.14747	0.0654	0.11624	0.06082	0.04762	0.0579	0.05915	0.03989	0.05621	
26	0.17674	0.06417	0.10874	0.06501	0.03586	0.06125	0.05915	0.03626	0.05627	
27	0.17463	0.06666	0.11875	0.06545	0.03547	0.05665	0.06375	0.03786	0.05332	
28	0.18627	0.06707	0.11873	0.06296	0.03673	0.05459	0.06454	0.04759	0.05999	
29	0.19161	0.06836	0.12245	0.05874	0.04296	0.05794	0.06667	0.04218	0.05834	
30	0.19337	0.06875	0.12294	0.06377	0.03832	0.05583	0.06583	0.0396	0.05791	
31	0.18835	0.07374	0.12335	0.06128	0.03496	0.05624	0.06543	0.03789	0.05665	
32	0.20168	0.08833	0.12668	0.06623	0.04304	0.05958	0.05958	0.04001	0.05709	
33	0.20081	0.09084	0.12585	0.0604	0.03746	0.05833	0.05584	0.03914	0.05874	
34	0.22206	0.0921	0.12835	0.06169	0.03695	0.055	0.0625	0.03667	0.05247	
35	0.22165	0.09334	0.13334	0.06376	0.03701	0.05666	0.0671	0.03749	0.05751	
36	0.23167	0.09625	0.13377	0.06248	0.03882	0.05543	0.06543	0.03825	0.05582	
37	0.22503	0.09336	0.13752	0.06583	0.03788	0.05416	0.05875	0.03669	0.05499	
38	0.23583	0.09834	0.14083	0.06335	0.0422	0.05706	0.06293	0.04244	0.05624	
39	0.24418	0.09961	0.14288	0.06457	0.037	0.06084	0.06333	0.03743	0.05957	
40	0.24168	0.09833	0.15001	0.05916	0.04182	0.05417	0.06457	0.04994	0.05961	
41	0.24668	0.10418	0.14378	0.06166	0.03788	0.06087	0.06456	0.04193	0.05876	
42	0.25289	0.10416	0.14546	0.06336	0.0358	0.05998	0.06249	0.03579	0.05501	
43	0.25667	0.10665	0.14879	0.06038	0.03582	0.06082	0.06206	0.04468	0.0571	
44	0.25877	0.10879	0.15208	0.06045	0.04135	0.05708	0.06001	0.03836	0.0575	
45	0.25707	0.1063	0.14834	0.06332	0.0374	0.05833	0.0604	0.03832	0.05543	
46	0.26662	0.11212	0.1542	0.06077	0.03653	0.05836	0.05957	0.04695	0.05625	
47	0.26422	0.11666	0.15423	0.06291	0.03841	0.05832	0.06376	0.03754	0.05833	
48	0.26951	0.11212	0.15795	0.06291	0.04086	0.05166	0.06627	0.03912	0.05832	
49	0.27252	0.11292	0.16208	0.06584	0.0383	0.05753	0.06333	0.03669	0.0592	
50	0.28499	0.11666	0.1621	0.06166	0.03958	0.05499	0.06375	0.03843	0.05583	
51	0.28127	0.12002	0.16204	0.06164	0.03773	0.06126	0.06583	0.04925	0.0521	
52	0.28458	0.1233	0.1658	0.06542	0.03914	0.06126	0.06042	0.05553	0.05751	
53	0.29376	0.12581	0.16918	0.0604	0.04967	0.05542	0.06164	0.03917	0.05709	
54	0.29497	0.12584	0.16958	0.06581	0.03629	0.05833	0.06374	0.03837	0.05749	
55	0.30088	0.12624	0.1725	0.06374	0.03748	0.05665	0.06208	0.0371	0.05581	
56	0.30082	0.12792	0.17501	0.06498	0.03754	0.05831	0.05998	0.03951	0.05666	
57	0.31918	0.13623	0.18127	0.06248	0.03743	0.05792	0.06502	0.03626	0.05791	
58	0.31292	0.13375	0.1796	0.06377	0.03621	0.05751	0.06754	0.04368	0.05832	
59	0.31664	0.13832	0.18124	0.06293	0.04009	0.05956	0.06583	0.03794	0.06125	
60	0.31622	0.12874	0.18	0.06042	0.03784	0.055	0.06213	0.03967	0.05335	
61	0.32706	0.14039	0.18339	0.06128	0.03755	0.05957	0.06162	0.03626	0.05667	
62	0.32166	0.13959	0.19124	0.06373	0.03947	0.05751	0.05874	0.0379	0.05627	
63	0.32459	0.14457	0.19039	0.05957	0.04044	0.05499	0.05669	0.03589	0.05623	
64	0.33001	0.14292	0.19499	0.06253	0.0384	0.05542	0.06295	0.03872	0.05544	
65	0.33504	0.1479	0.19584	0.0625	0.03702	0.05751	0.06584	0.04086	0.05667	
66	0.3663	0.15375	0.1997	0.05918	0.03585	0.05919	0.06083	0.03712	0.05667	
67	0.34164	0.14793	0.20029	0.06121	0.03674	0.05793	0.06332	0.03958	0.05751	
68	0.34115	0.14333	0.20008	0.0621	0.03713	0.05582	0.06208	0.03504	0.05958	
69	0.34463	0.14708	0.20319	0.06418	0.04341	0.05707	0.06377	0.04706	0.05624	
70	0.35533	0.15843	0.20419	0.06083	0.04004	0.05541	0.06335	0.04667	0.06086	
71	0.3646	0.15791	0.20449	0.06416	0.03451	0.05373	0.06334	0.03623	0.05834	
72	0.36707	0.15748	0.21115	0.05918	0.03578	0.06086	0.05877	0.03954	0.05501	
73	0.36709	0.1525	0.20923	0.06128	0.03875	0.05667	0.06834	0.0551	0.06834	
74	0.37544	0.35659	0.23211	0.06749	0.05408	0.06459	0.06497	0.04036	0.05995	
75	0.37706	0.16465	0.21539	0.05917	0.03671	0.17374	0.06251	0.03832	0.06123	
76	0.3958	0.16915	0.21497	0.06246	0.03672	0.05544	0.06288	0.03626	0.05957	
77	0.37538	0.16294	0.21498	0.06249	0.03963	0.05459	0.06209	0.03624	0.05456	
78	0.3875	0.16554	0.2942	0.06125	0.0466	0.05708	0.06251	0.04083	0.05712	
79	0.40251	0.17293	0.22126	0.06456	0.03888	0.05627	0.0625	0.0431	0.05956	
80	0.40001	0.16923	0.22539	0.06166	0.03878	0.06043	0.06418	0.03628	0.05497	
81	0.39999	0.16957	0.22749	0.06126	0.03534	0.05626	0.06125	0.03502	0.0546	
82	0.40421	0.17134	0.22957	0.06459	0.03581	0.05875	0.06499	0.03997	0.05831	
83	0.40756	0.17518	0.23003	0.06377	0.03624	0.05874	0.05666	0.0371	0.05749	
84	0.41625	0.18084	0.23375	0.06374	0.03703	0.05751	0.0625	0.04035	0.05457	
85	0.41167	0.17559	0.23623	0.065	0.04087	0.05874	0.06085	0.03756	0.05623	
86	0.42037	0.18005	0.24084	0.06418	0.03703	0.0546	0.06042	0.03664	0.05751	
87	0.41207	0.18211	0.2375	0.06042	0.03714	0.05499	0.06122	0.03294	0.05585	
88	0.43232	0.19417	0.24794	0.05836	0.03837	0.05832	0.06458	0.0367	0.1479	
89	0.42621	0.18791	0.24041	0.06292	0.03951	0.05876	0.05876	0.03373	0.05456	
90	0.43252	0.18913	0.23952	0.06208	0.03588	0.05751	0.06209	0.03711	0.06127	
91	0.44051	0.19208	0.24788	0.06333	0.03588	0.05792	0.0654	0.04115	0.05873	
92	0.44292	0.18666	0.24957	0.06085	0.0337	0.05834	0.06043	0.04045	0.05918	
93	0.45204	0.19331	0.2521	0.0621	0.03966	0.05582	0.06247	0.03665	0.05832	
94	0.44367	0.19457	0.25081	0.06125	0.04041	0.0571	0.0625	0.04876	0.05836	
95	0.45412	0.19709	0.25376	0.06541	0.04424	0.05583	0.0629	0.04555	0.05749	
96	0.46627	0.19124	0.25415	0.06123	0.03751	0.05586	0.06333	0.03925	0.05792	
97	0.47793	0.19625	0.25667	0.06708	0.03871	0.05541	0.06085	0.03757	0.05708	
98	0.45874	0.19997	0.25958	0.06375	0.03828	0.05876	0.0625	0.03548	0.0571	
99	0.47878	0.20251	0.26541	0.06543	0.03909	0.05791	0.0596	0.03629	0.05832	
100	0.4688	0.20372	0.26249	0.06666	0.04122	0.05501	0.06166	0.04001	0.05916	
101	0.47999	0.20748	0.26368	0.06291	0.03587	0.05751	0.06754	0.03713	0.06041	
102	0.48499	0.21336	0.26748	0.06	0.03798	0.05708	0.0621	0.03676	0.05668	
103	0.48629	0.21041	0.26829	0.05917	0.03748	0.05499	0.0654	0.03792	0.05461	
104	0.48169	0.21167	0.27666	0.05997	0.03703	0.06083	0.06254	0.04881	0.0579	
105	0.48916	0.22337	0.27287	0.0621	0.04163	0.05373	0.05958	0.03958	0.05622	
106	0.49664	0.20877	0.27207	0.06459	0.04094	0.05879	0.0612	0.04385	0.05664	
107	0.50458	0.21669	0.27996	0.06248	0.03878	0.05834	0.0638	0.03665	0.06209	
108	0.50873	0.225	0.28294	0.06497	0.03622	0.05999	0.06336	0.03458	0.05834	
109	0.50332	0.22123	0.28413	0.06498	0.0383	0.05707	0.06708	0.03999	0.05708	
110	0.51241	0.23754	0.28507	0.05959	0.03744	0.05836	0.05836	0.03583	0.05961	
111	0.52131	0.22248	0.28659	0.06334	0.03627	0.05712	0.06166	0.0379	0.05999	
112	0.52169	0.22332	0.28832	0.06209	0.03663	0.05794	0.06293	0.03591	0.05751	
113	0.52413	0.22165	0.29294	0.06499	0.0415	0.05374	0.06127	0.04389	0.06	
114	0.52165	0.23087	0.29245	0.06626	0.03496	0.06167	0.06166	0.04686	0.05544	
115	0.53086	0.23922	0.29214	0.06125	0.03707	0.05499	0.06042	0.03701	0.05709	
116	0.52913	0.22668	0.29708	0.06124	0.03835	0.05416	0.05668	0.04146	0.05625	
117	0.5296	0.22868	0.29537	0.06498	0.04535	0.05668	0.06419	0.04378	0.05752	
118	0.72709	0.26501	0.31949	0.06666	0.04088	0.05709	0.0625	0.03674	0.05373	
119	0.56373	0.25127	0.30667	0.06168	0.03494	0.05583	0.06166	0.03907	0.05498	
120	0.55335	0.24708	0.30916	0.06123	0.03547	0.05707	0.05957	0.03882	0.06127	
121	0.55039	0.24207	0.3063	0.06621	0.03375	0.05792	0.06209	0.03752	0.06041	
122	0.56166	0.24125	0.30919	0.06206	0.03799	0.05998	0.06001	0.03403	0.05873	
123	0.56205	0.24502	0.30962	0.0621	0.0374	0.05872	0.06042	0.0358	0.05667	
124	0.57712	0.24379	0.30964	0.06458	0.04172	0.05666	0.06166	0.03967	0.05707	
