1000 640 
1300 823 
1600 992 
1900 1173 
2200 1349 
2500 1525 
2800 1706 
3100 1863 
3400 2033 
3700 2239 
4000 2388 
4300 2653 
4600 2757 
4900 2905 
5200 3126 
5500 3332 
5800 3451 
6100 3712 
6400 3845 
6700 3982 
7000 4133 
7300 4307 
7600 4507 
7900 4782 
8200 4876 
8500 5170 
8800 5245 
9100 5404 
9400 5631 
9700 5733 
10000 6102 
