0 0.80956 0.79421 0.78332
1 0.79337 0.77541 0.78878
2 0.79376 0.77541 0.78211
3 0.79036 0.77998 0.78624
4 0.7946 0.76335 0.79334
5 0.79499 0.775 0.7879
6 0.79458 0.76872 0.78287
7 0.92124 0.8591 0.79039
8 0.79706 0.77502 0.79126
9 0.80043 0.77378 0.79163
10 0.79538 0.77423 0.79079
11 0.79501 0.77757 0.78583
12 0.79006 0.77378 0.78582
13 0.79127 0.73508 0.67787
14 0.6862 0.67707 0.68419
15 0.92333 0.84545 0.6875
16 0.68872 0.68081 0.70786
17 0.69376 0.6736 0.6821
18 0.6879 0.66214 0.67374
19 0.68706 0.92666 0.68166
20 0.68629 0.67462 0.6763
21 0.695 0.68658 0.67669
22 0.68121 0.67296 0.67787
23 0.69041 0.68005 0.68086
24 0.68457 0.6805 0.68419
25 0.68878 0.68208 0.68335
26 0.68166 0.67129 0.67212
27 0.68588 0.67457 0.68
28 0.68794 0.67879 0.6833
29 0.68128 0.67283 0.67584
30 0.6887 0.66914 0.67837
31 0.68464 0.67288 0.67714
32 0.68577 0.66752 0.68209
33 0.67958 0.66665 0.67997
34 0.68666 0.67255 0.67751
35 0.68999 0.67043 0.67544
36 0.68456 0.67168 0.67712
37 0.68459 0.66498 0.68663
38 0.68495 0.66919 0.67505
39 0.69333 0.67133 0.67662
40 0.68291 0.66703 0.67419
41 0.68254 0.67241 0.69668
42 0.68503 0.6746 0.67005
43 0.68664 0.66657 0.67793
44 0.68836 0.67669 0.67708
45 0.68123 0.66789 0.68297
46 0.68006 0.67082 0.69
47 0.68543 0.67207 0.6742
48 0.67832 0.66706 0.67874
49 0.6858 0.66505 0.67545
50 0.67871 0.67039 0.67835
51 0.68664 0.67505 0.67499
52 0.68458 0.67166 0.67586
53 0.68501 0.67916 0.6816
54 0.68002 0.67343 0.68295
55 0.67923 0.85336 0.68501
56 0.6833 0.67668 0.68007
57 0.68415 0.6717 0.6809
58 0.68127 0.67277 0.67789
59 0.68208 0.67082 0.67752
60 0.69042 0.66993 0.67627
61 0.67793 0.66571 0.68001
62 0.68377 0.6688 0.67541
63 0.69126 0.67166 0.68167
64 0.68621 0.67045 0.67667
65 0.68747 0.66759 0.67622
66 0.67625 0.66948 0.67457
67 0.68081 0.66882 0.67835
68 0.68542 0.67622 0.68375
69 0.6804 0.67089 0.67799
70 0.6829 0.66956 0.68251
71 0.68707 0.66708 0.67877
72 0.68624 0.66468 0.67166
73 0.68423 0.67585 0.67837
74 0.67998 0.67794 0.67914
75 0.68169 0.68001 0.68291
76 0.68209 0.6682 0.67872
77 0.68254 0.67167 0.67548
78 0.68623 0.67379 0.67424
79 0.6775 0.66871 0.67503
80 0.67919 0.6749 0.67374
81 0.67626 0.66957 0.67665
82 0.68331 0.67714 0.67332
83 0.68416 0.67202 0.67668
84 0.68334 0.6687 0.67624
85 0.68209 0.67124 0.6754
86 0.68417 0.66413 0.67789
87 0.68336 0.66732 0.67666
88 0.6825 0.67002 0.67999
89 0.68501 0.66834 0.67791
90 0.67879 0.67004 0.68416
91 0.6833 0.71918 0.67207
92 0.6783 0.67498 0.67707
93 0.68086 0.68082 0.67961
94 0.6829 0.67578 0.68458
95 0.67964 0.67332 0.81669
96 0.6825 0.66795 0.68043
97 0.68832 0.66796 0.67752
98 0.67753 0.66998 0.67752
99 0.83331 0.67794 0.67833
